time(s)	nodeIp	srcIp	dstIp	srcLink	dstLink
8.95925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
8.97908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
8.97925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
8.99908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
8.99925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.01908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.01925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.03908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.03925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.05908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.05925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.07908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.07925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.09908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.09925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.11908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.11925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.13908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.13925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.15908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.15925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.17908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.17925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.19908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.19925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.21908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.21925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.23908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.23925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.25908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.25925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.27908	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.27925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.29758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.29925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.31758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.31925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.33758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.33925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.35758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.35925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.37758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.37925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.39758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.39925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.41758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.41925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.43758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.43925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.45758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.45925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.47758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.47925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.49758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.49925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.51758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.51925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.53758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.53925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.55758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.55925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.57758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.57925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.59758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.59925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.61758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.61925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.63758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.63925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.65758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.65925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.67758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.67925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.69758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.69925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.71758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.71925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.73758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.73925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.75758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.75925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.77758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.77925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.79758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.79925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.81758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.81925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.83758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.83925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.85758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.85925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.87758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.87925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.89758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.89925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.91758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.91925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.93758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.93925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.95758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.95925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.97758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.97925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
9.99758	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
9.99925	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.0176	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.0193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.0376	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.0393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.0576	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.0593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.0776	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.0793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.0976	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.0993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.1176	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.1193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.1376	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.1393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.1576	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.1593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.1776	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.1793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.1976	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.1993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.2193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.2343	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.2393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.2543	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.2593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.2743	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.2793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.2943	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.2993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.3143	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.3193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.3343	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.3393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.3543	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.3593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.3743	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.3793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.3943	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.3993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.4143	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.4193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.4343	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.4393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.4543	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.4593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.4743	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.4793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.4943	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.4993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.5143	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.5193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.5343	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.5393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.5543	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.5593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.5743	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.5793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.5943	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.5993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.6143	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.6193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.6343	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.6393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.6543	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.6593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.6743	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.6793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.6943	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.6993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.7143	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.7193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.7343	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.7393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.7496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.7593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.7696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.7793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.7896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.7993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.8096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.8193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.8296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.8393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.8496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.8593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.8696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.8793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.8896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.8993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.9096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.9193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.9296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.9393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.9496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.9593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.9696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.9793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
10.9896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
10.9993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.0096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.0193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.0296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.0393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.0496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.0593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.0696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.0793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.0896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.0993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.1096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.1193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.1296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.1393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.1496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.1593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.1696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.1793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.1896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.1993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.2096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.2193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.2296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.2393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.2496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.2593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.2696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.2793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.2896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.2993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.3096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.3193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.3296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.3393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.3496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.3593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.3696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.3793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.3896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.3993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.4096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.4193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.4296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.4393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.4496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.4593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.4696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.4793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.4896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.4993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.5096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.5193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.5296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.5393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.5496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.5593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.5696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.5793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.5896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.5993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.6096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.6193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.6296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.6393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.6496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.6593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.6696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.6793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.6896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.6993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.7096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.7193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.7296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.7393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.7496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.7593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.7696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.7793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.7896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.7993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.8096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.8193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.8296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.8393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.8496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.8593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.8696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.8793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.8896	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.8993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.9096	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.9193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.9296	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.9393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.9496	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.9593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.9696	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.9793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
11.9866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
11.9993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.0066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.0193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.0266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.0393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.0466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.0593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.0666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.0793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.0866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.0993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.1066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.1193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.1266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.1393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.1466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.1593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.1666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.1793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.1866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.1993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.2066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.2193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.2266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.2393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.2466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.2593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.2666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.2793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.2866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.2993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.3066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.3193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.3266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.3393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.3466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.3593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.3666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.3793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.3866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.3993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.4066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.4193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.4266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.4393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.4466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.4593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.4666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.4793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.4866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.4993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.5066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.5193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.5266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.5393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.5466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.5593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.5666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.5793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.5866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.5993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.6066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.6193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.6266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.6393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.6466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.6593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.6666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.6793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.6866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.6993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.7066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.7193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.7266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.7393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.7466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.7593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.7666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.7793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.7866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.7993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.8066	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.8193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.8266	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.8393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.8466	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.8593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.8666	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.8793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.8866	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.8993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.9148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.9193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.9348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.9393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.9548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
