time(s)	nodeIp	srcIp	dstIp	srcLink	dstLink
12.9593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.9748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.9793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
12.9948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
12.9993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.0148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.0193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.0348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.0393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.0548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.0593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.0748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.0793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.0948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.0993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.1148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.1193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.1348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.1393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.1548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.1593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.1748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.1793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.1948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.1993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.2148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.2193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.2348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.2393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.2548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.2593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.2748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.2793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.2948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.2993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.3148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.3193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.3348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.3393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.3548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.3593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.3748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.3793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.3948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.3993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.4148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.4193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.4348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.4393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.4548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.4593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.4748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.4793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.4948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.4993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.5148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.5193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.5348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.5393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.5548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.5593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.5748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.5793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.5948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.5993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.6148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.6193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.6348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.6393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.6548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.6593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.6748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.6793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.6948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.6993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.7148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.7193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.7348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.7393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.7548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.7593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.7748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.7793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.7948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.7993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.8148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.8193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.8348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.8393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.8548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.8593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.8748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.8793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.8948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.8993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.9148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.9193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.9348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.9393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.9548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.9593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.9748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.9793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
13.9948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
13.9993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.0148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.0193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.0348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.0393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.0548	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.0593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.0748	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.0793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.0948	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.0993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.1148	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.1193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.1348	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.1393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.1571	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.1571	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.1593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.1771	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.1793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.1971	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.1993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.2171	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.2193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.2371	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.2393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.2571	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.2593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.2771	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.2793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.2971	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.2993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.3171	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.3193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.3371	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.3393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.3571	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.3593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.3771	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.3793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.3971	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.3993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.4171	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.4193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.4371	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.4393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.4571	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.4593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.4771	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.4793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.4971	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.4993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.5171	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.5193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.5371	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.5393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.5571	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.5593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.5771	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.5793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.5971	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.5993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.6171	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.6193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.6371	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.6393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.6571	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.6593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.6771	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.6793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.6993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.7046	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.7193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.7246	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.7393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.7446	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.7593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.7646	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.7793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.7846	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.7993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.8046	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.8193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.8246	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.8393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.8446	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.8593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.8646	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.8793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.8846	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.8993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.9046	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.9193	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.9246	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.9393	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.9446	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.9593	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.9646	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.9793	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
14.9846	7.0.0.2	7.0.0.3	1.0.0.2	SL	UL
14.9993	7.0.0.2	1.0.0.2	7.0.0.3	DL	SL
